alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.1,0.1,0.05,0.75,0.6642933652211584,0.01596076863033069,0.015366207986452328,0.00307042362561305,1.0,0.015134452472352986
0.1,0.1,0.1,0.7000000000000001,0.6712678818427794,0.02279176420977695,0.01848418391851615,0.006211716012942903,1.0,0.021855500309666556
0.1,0.1,0.15000000000000002,0.65,0.6787268228613724,0.03178372090034635,0.020232230920592207,0.017087212677544428,1.0,0.030856792060441732
0.1,0.1,0.2,0.6000000000000001,0.6854461980688589,0.03642187869890686,0.02590754381886724,0.016088631853798496,1.0,0.035175312331289975
0.1,0.15000000000000002,0.0,0.75,0.6571000496472416,0.008672248483292214,0.014933453617030936,-0.002648228922449425,0.3333333333333333,0.0058829261176752854
0.1,0.15000000000000002,0.05,0.7,0.6647581091899473,0.01746033147121732,0.016147272943960293,0.003094525216318589,1.0,0.016580824996014754
0.1,0.15000000000000002,0.1,0.65,0.6716766029215463,0.02501278292948687,0.01963442480664479,0.008819545647862026,1.0,0.023992674179901526
0.1,0.15000000000000002,0.15000000000000002,0.6,0.6793577006428623,0.031737678847572205,0.02086620077834375,0.016855649585815313,1.0,0.03077264997467726
0.1,0.15000000000000002,0.2,0.55,0.6864105043901698,0.0370485793948474,0.026044212894098494,0.017092868707097142,1.0,0.03581036562763823
0.1,0.2,0.0,0.7,0.6578429558181215,0.009092380693008995,0.016930237509741684,-0.0031322858978940493,0.3333333333333333,0.005819333856581567
0.1,0.2,0.05,0.6499999999999999,0.6651111769595108,0.016414684959732084,0.01857337288058344,0.0005343968836977186,1.0,0.015348151844990937
0.1,0.2,0.1,0.6,0.6727525506607744,0.02469992355815609,0.019855231372917267,0.00884314535945463,1.0,0.02368366923805351
0.1,0.2,0.15000000000000002,0.5499999999999999,0.6806558050848134,0.03222544360283767,0.02226397201602552,0.01583958837064514,1.0,0.031174555119767206
0.1,0.2,0.2,0.49999999999999994,0.6872074985937068,0.039467158069689555,0.02447435587814148,0.019106609167037103,1.0,0.038370472747827684
0.1,0.25,0.0,0.65,0.6584741857897763,0.010175970421811398,0.017417049132023025,-0.004147440450945283,0.3333333333333333,0.006165995067898698
0.1,0.25,0.05,0.6,0.6660758354709869,0.017100872035708536,0.020866448846062046,0.0005579972840812353,1.0,0.015870186013958624
0.1,0.25,0.1,0.55,0.6739393658749734,0.025524665348659343,0.021005312088447175,0.008866494475886277,1.0,0.02444014087559835
0.1,0.25,0.15000000000000002,0.5,0.6817865974089905,0.032979921149048685,0.024046135744501693,0.014822929752015046,1.0,0.03180907541418367
0.1,0.25,0.2,0.45,0.688115360272215,0.04029058401082101,0.025622820035569996,0.019099550203314997,1.0,0.039120178789935026
0.15000000000000002,0.0,0.0,0.85,0.6600758854706159,0.009440162311987818,0.018458225890980597,-0.010557312713530331,0.6666666666666666,0.0008920162271657697
0.15000000000000002,0.0,0.05,0.7999999999999999,0.6675689320072239,0.01700190029437228,0.02026210525883303,-0.002230730553394622,0.6666666666666666,0.014287912302949193
0.15000000000000002,0.0,0.1,0.75,0.6738216894657846,0.021616685122988828,0.023471213975162795,0.0009101592431858263,1.0,0.02033253497080681
0.15000000000000002,0.0,0.15000000000000002,0.7,0.6817272256108463,0.03055007638897848,0.027005255841278206,0.009201273988872494,1.0,0.029141313610408465
